City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Pacific Grove,US,2022-01-30 17:42:31,36.6177,-121.9166,56.16,62,0,5.01
297,Skibbereen,IE,2022-01-30 17:42:31,51.55,-9.2667,49.8,78,66,17.76
298,Loandjili,CG,2022-01-30 17:42:31,-4.7561,11.8578,82.51,83,40,9.22
299,Kaitangata,NZ,2022-01-30 17:42:32,-46.2817,169.8464,53.55,96,50,2.42
300,Seymchan,RU,2022-01-30 17:42:32,62.8833,152.4333,-22.5,97,88,5.08
301,Kavieng,PG,2022-01-30 17:42:32,-2.5744,150.7967,80.94,75,88,1.79
302,Tarija,BO,2022-01-30 17:42:32,-21.5355,-64.7296,75.11,57,75,5.75
303,Paracuru,BR,2022-01-30 17:42:33,-3.41,-39.0306,87.82,77,100,9.95
304,Goderich,CA,2022-01-30 17:42:33,43.7501,-81.7165,20.91,68,100,9.22
305,Doka,SD,2022-01-30 17:42:33,13.5167,35.7667,79.5,28,68,12.73
306,Galesong,ID,2022-01-30 17:42:34,-5.3166,119.3661,77.02,77,100,6.91
307,San Patricio,US,2022-01-30 17:42:34,28.017,-97.5169,69.67,48,0,11.45
308,Banjar,ID,2022-01-30 17:42:34,-8.19,114.9675,82.26,91,100,4.07
309,Murray,US,2022-01-30 17:42:34,40.6669,-111.888,40.91,64,0,3.44
310,Alofi,NU,2022-01-30 17:42:35,-19.0595,-169.9187,73.29,94,95,2.3
311,Loyga,RU,2022-01-30 17:42:35,61.0784,44.6075,3.87,99,93,4.5
312,Tacana,GT,2022-01-30 17:42:35,15.2333,-92.0833,59.9,46,9,5.39
313,Katsuura,JP,2022-01-30 17:40:29,35.1333,140.3,40.19,67,100,12.48
314,Porto Novo,BJ,2022-01-30 17:41:39,6.4965,2.6036,87.62,54,79,6.6
315,Port Keats,AU,2022-01-30 17:38:37,-14.25,129.55,80.85,80,58,21.09
316,Qaqortoq,GL,2022-01-30 17:42:36,60.7167,-46.0333,10.9,65,100,8.68
317,Jian,CN,2022-01-30 17:42:36,27.1172,114.9793,40.78,76,89,3.6
318,Weligama,LK,2022-01-30 17:42:36,5.9667,80.4167,76.98,90,33,6.15
319,Concarneau,FR,2022-01-30 17:42:36,47.875,-3.9225,49.05,86,94,6.98
320,Esmeraldas,BR,2022-01-30 17:43:37,-19.7625,-44.3139,87.04,73,95,6.26
321,Zambezi,ZM,2022-01-30 17:43:37,-13.5432,23.1047,66.61,93,99,5.26
322,Pemangkat,ID,2022-01-30 17:43:37,1.1667,108.9667,77.81,84,100,6.08
323,Gayeri,BF,2022-01-30 17:43:38,12.6497,0.4931,83.53,9,15,12.28
324,Moussoro,TD,2022-01-30 17:43:38,13.6408,16.4901,70.41,14,68,12.21
325,Flinders,AU,2022-01-30 17:43:38,-34.5833,150.8552,71.38,83,73,3.62
326,Kishi,NG,2022-01-30 17:43:38,9.0833,3.85,82.36,10,100,5.35
327,Beringovskiy,RU,2022-01-30 17:43:39,63.05,179.3167,-13.67,99,70,7.34
328,Terra Rica,BR,2022-01-30 17:43:39,-22.7094,-52.6169,82.94,68,73,6.71
329,Ahipara,NZ,2022-01-30 17:39:56,-35.1667,173.1667,60.84,91,100,7.87
330,Lermontovka,RU,2022-01-30 17:43:39,47.1453,134.3383,-20.33,99,22,2.1
331,Kloulklubed,PW,2022-01-30 17:38:55,7.0419,134.2556,77.5,68,98,9.73
332,Vostok,RU,2022-01-30 17:43:40,46.4856,135.8833,-21.5,99,71,3.8
333,Lufilufi,WS,2022-01-30 17:43:40,-13.8745,-171.5986,80.78,77,77,9.33
334,Karlivka,UA,2022-01-30 17:43:40,49.4567,35.1295,29.1,97,100,13.53
335,Sorong,ID,2022-01-30 17:43:40,-0.8833,131.25,81.18,77,100,8.97
336,Vad,RU,2022-01-30 17:43:41,55.5301,44.2114,25.48,93,98,8.61
337,Sandwick,GB,2022-01-30 17:43:41,60.0,-1.25,40.82,75,75,20.71
338,Coihaique,CL,2022-01-30 17:43:41,-45.5752,-72.0662,57.81,47,40,8.05
339,Codrington,AU,2022-01-30 17:43:41,-38.2667,141.9667,61.38,98,9,7.14
340,Santa Fe,AR,2022-01-30 17:43:42,-31.6333,-60.7,92.01,29,0,5.99
341,Diego De Almagro,CL,2022-01-30 17:43:42,-26.3667,-70.05,79.54,21,0,14.58
342,Zaykovo,RU,2022-01-30 17:43:42,57.5613,62.7568,6.96,98,100,1.77
343,Kant,IN,2022-01-30 17:43:42,27.8,79.8,54.39,68,0,5.28
344,Menongue,AO,2022-01-30 17:43:43,-14.6585,17.691,63.84,76,100,9.28
345,Ponta Delgada,PT,2022-01-30 17:43:43,37.7333,-25.6667,61.5,72,40,19.57
346,Kaeo,NZ,2022-01-30 17:43:43,-35.1,173.7833,62.33,95,100,11.68
347,Udarnyy,RU,2022-01-30 17:43:44,54.3409,42.8611,20.8,94,96,8.57
348,Bambanglipuro,ID,2022-01-30 17:43:44,-7.95,110.2833,63.61,89,100,4.03
349,Manggar,ID,2022-01-30 17:43:44,-2.8833,108.2667,78.66,80,98,6.11
350,Arona,ES,2022-01-30 17:43:44,28.0996,-16.681,63.12,60,15,1.01
351,Dabhol,IN,2022-01-30 17:43:45,17.6,73.1667,69.1,62,0,5.32
352,Abnub,EG,2022-01-30 17:43:45,27.2696,31.1511,54.66,39,3,6.26
353,Westport,US,2022-01-30 17:41:58,41.1415,-73.3579,25.92,45,0,1.99
354,Aljezur,PT,2022-01-30 17:43:45,37.3191,-8.8033,55.06,60,1,2.86
355,Batagay,RU,2022-01-30 17:40:53,67.6333,134.6333,-34.06,99,41,2.57
356,Sambava,MG,2022-01-30 17:43:46,-14.2667,50.1667,79.16,86,86,13.69
357,San Cristobal,VE,2022-01-30 17:43:46,7.7669,-72.225,68.18,40,88,4.97
358,Shamary,RU,2022-01-30 17:43:46,57.3434,58.2199,9.99,97,100,2.26
359,Grindavik,IS,2022-01-30 17:43:47,63.8424,-22.4338,27.07,63,75,31.07
360,Saint-Prosper,CA,2022-01-30 17:43:47,46.2117,-70.4811,8.69,83,71,15.28
361,Ordu,TR,2022-01-30 17:43:47,40.9086,37.6845,28.9,81,80,9.42
362,Istok,XK,2022-01-30 17:43:48,42.7808,20.4875,34.72,75,46,7.52
363,Kyabe,TD,2022-01-30 17:43:48,9.4515,18.9449,82.04,15,34,4.18
364,Bac Lieu,VN,2022-01-30 17:38:57,9.285,105.7244,76.23,85,32,7.7
365,Margate,GB,2022-01-30 17:44:48,51.3813,1.3862,43.7,75,93,3.0
366,Batagay-Alyta,RU,2022-01-30 17:44:49,67.8006,130.4114,-18.53,95,92,2.15
367,Vega De Alatorre,MX,2022-01-30 17:44:49,20.0333,-96.6333,69.08,68,17,8.21
368,Garissa,KE,2022-01-30 17:44:49,-0.4536,39.6401,88.34,31,19,8.41
369,Naze,JP,2022-01-30 17:44:49,28.3667,129.4833,52.81,69,97,18.9
370,Izberbash,RU,2022-01-30 17:44:50,42.5696,47.8645,33.85,70,96,5.39
371,Andapa,MG,2022-01-30 17:44:50,-14.65,49.65,70.03,96,76,2.86
372,Kidodi,TZ,2022-01-30 17:44:50,-7.6036,37.0044,72.55,98,81,1.77
373,Ilhabela,BR,2022-01-30 17:44:51,-23.7781,-45.3581,74.39,92,100,0.81
374,Ixtapa,MX,2022-01-30 17:44:51,20.7,-105.2,78.03,50,0,2.3
375,Salalah,OM,2022-01-30 17:42:32,17.0151,54.0924,75.29,69,0,3.44
376,Klaksvik,FO,2022-01-30 17:44:51,62.2266,-6.589,34.72,82,100,15.93
377,Valparaiso,CL,2022-01-30 17:44:51,-33.0393,-71.6273,70.03,64,0,9.22
378,Rawson,AR,2022-01-30 17:40:16,-43.3002,-65.1023,57.78,54,96,25.55
379,Nkan,GA,2022-01-30 17:44:52,0.3833,9.7833,83.97,78,98,6.8
380,Marystown,CA,2022-01-30 17:44:52,47.1666,-55.1483,35.91,76,100,33.51
381,Inhambane,MZ,2022-01-30 17:44:52,-23.865,35.3833,78.78,78,20,5.01
382,Iqaluit,CA,2022-01-30 17:44:53,63.7506,-68.5145,-9.67,64,75,3.44
383,Adrar,MR,2022-01-30 17:44:53,20.5022,-10.0711,82.49,10,100,10.87
384,Dzhebariki-Khaya,RU,2022-01-30 17:44:53,62.2167,135.8,-37.79,100,68,1.36
385,Asau,RO,2022-01-30 17:44:53,46.4333,26.4,39.4,67,40,17.69
386,Nador,MA,2022-01-30 17:44:54,35.174,-2.9287,59.25,67,0,3.44
387,Petrila,RO,2022-01-30 17:44:54,45.45,23.4167,34.66,94,93,12.55
388,Phonhong,LA,2022-01-30 17:44:54,18.5007,102.4166,69.35,63,61,2.21
389,Ambovombe,MG,2022-01-30 17:44:55,-25.1667,46.0833,75.11,73,77,20.74
390,Mmathubudukwane,BW,2022-01-30 17:44:55,-24.6,26.4333,76.06,85,98,5.46
391,Hasaki,JP,2022-01-30 17:44:55,35.7333,140.8333,34.2,49,96,13.98
392,Svetlogorsk,BY,2022-01-30 17:44:55,52.6333,29.7333,31.59,95,100,10.33
393,Okha,RU,2022-01-30 17:44:56,53.5739,142.9478,7.36,93,100,20.78
394,Sarny,UA,2022-01-30 17:44:56,51.338,26.6019,32.65,97,95,15.59
395,Portobelo,PA,2022-01-30 17:44:56,9.55,-79.65,88.61,56,43,13.82
396,Bubaque,GW,2022-01-30 17:44:57,11.2833,-15.8333,78.24,63,21,15.19
397,Ancud,CL,2022-01-30 17:44:57,-41.8697,-73.8203,65.43,56,39,11.43
398,Mosquera,CO,2022-01-30 17:43:19,4.7059,-74.2302,64.49,55,40,8.05
399,Taltal,CL,2022-01-30 17:44:57,-25.4,-70.4833,68.23,70,25,6.8
400,Isugod,PH,2022-01-30 17:44:57,9.3408,118.1196,78.58,86,39,3.85
401,Alta Floresta,BR,2022-01-30 17:43:26,-9.8756,-56.0861,80.42,78,100,9.22
402,Atlantic Beach,US,2022-01-30 17:44:58,30.3344,-81.3987,55.09,24,0,1.01
403,Waddan,LY,2022-01-30 17:44:58,29.1614,16.139,50.25,51,21,6.42
404,Havelock,US,2022-01-30 17:44:58,34.8791,-76.9013,39.97,26,0,4.0
405,Umm Lajj,SA,2022-01-30 17:44:59,25.0213,37.2685,66.34,59,93,11.83
406,Sao Joao Do Piaui,BR,2022-01-30 17:44:59,-8.3581,-42.2467,86.9,51,97,7.34
407,Ucluelet,CA,2022-01-30 17:44:59,48.9329,-125.5528,48.09,94,100,4.0
408,Ust-Ishim,RU,2022-01-30 17:44:59,57.6935,71.1665,5.32,97,100,4.88
409,Toucheng,TW,2022-01-30 17:46:00,24.8592,121.8233,56.98,82,100,7.16
410,Bethel,US,2022-01-30 17:46:00,41.3712,-73.414,24.42,50,0,3.0
411,Zhigansk,RU,2022-01-30 17:46:00,66.7697,123.3711,-33.05,100,97,2.42
412,Haikou,CN,2022-01-30 17:46:01,20.0458,110.3417,64.53,94,75,13.42
413,Road Town,VG,2022-01-30 17:46:01,18.4167,-64.6167,82.49,65,40,10.36
414,Vila Velha,BR,2022-01-30 17:46:01,-20.3297,-40.2925,87.75,62,40,13.8
415,Roald,NO,2022-01-30 17:46:01,62.5833,6.1333,34.32,86,75,4.61
416,Abbeville,FR,2022-01-30 17:46:02,50.1,1.8333,43.29,89,17,6.17
417,Gizo,SB,2022-01-30 17:46:02,-8.103,156.8419,81.41,79,98,8.72
418,Andra,RU,2022-01-30 17:46:02,62.5147,65.8878,-4.34,99,98,2.66
419,Hamilton,US,2022-01-30 17:45:30,39.1834,-84.5333,38.08,56,0,1.99
420,Dali,CN,2022-01-30 17:46:03,25.7,100.1833,38.89,86,19,4.72
421,Goure,NE,2022-01-30 17:46:03,13.9835,10.2704,72.01,11,51,12.01
422,Koslan,RU,2022-01-30 17:46:03,63.4564,48.8989,2.86,99,95,3.67
423,Marsa Matruh,EG,2022-01-30 17:46:03,31.3525,27.2453,53.87,70,56,24.63
424,Broken Hill,AU,2022-01-30 17:46:04,-31.95,141.4333,80.31,54,94,9.22
425,Biak,ID,2022-01-30 17:46:04,-0.9131,122.8766,76.32,80,88,5.59
426,Panguna,PG,2022-01-30 17:46:04,-6.3164,155.4848,68.95,97,100,2.01
427,Salinopolis,BR,2022-01-30 17:46:05,-0.6136,-47.3561,79.2,87,91,8.55
428,Virginia Beach,US,2022-01-30 17:44:55,36.8529,-75.978,34.09,43,0,9.22
429,Koumac,NC,2022-01-30 17:45:50,-20.5667,164.2833,77.86,84,92,3.91
430,Voyvozh,RU,2022-01-30 17:46:05,62.892,54.9635,5.76,96,100,5.21
431,Bardiyah,LY,2022-01-30 17:46:05,31.7561,25.0865,56.23,73,92,28.43
432,Laguna,US,2022-01-30 17:46:06,38.421,-121.4238,58.08,74,0,4.61
433,Dzilam Gonzalez,MX,2022-01-30 17:46:06,21.2833,-88.9333,73.92,41,79,6.33
434,Lavrentiya,RU,2022-01-30 17:46:06,65.5833,-171.0,-4.76,88,4,5.12
435,Talara,PE,2022-01-30 17:46:06,-4.5772,-81.2719,86.76,48,0,14.97
436,Hovd,MN,2022-01-30 17:46:07,48.0056,91.6419,-12.84,81,19,2.17
437,Pisco,PE,2022-01-30 17:46:07,-13.7,-76.2167,74.01,73,0,10.36
438,Novo Aripuana,BR,2022-01-30 17:46:07,-5.1206,-60.3797,80.24,77,99,4.03
439,Meulaboh,ID,2022-01-30 17:46:08,4.1363,96.1285,78.15,81,84,3.29
440,Komsomolskiy,UZ,2022-01-30 17:46:08,40.4272,71.7189,33.22,86,100,4.61
441,Bar Harbor,US,2022-01-30 17:46:09,44.3876,-68.2039,22.64,49,0,13.0
442,Athabasca,CA,2022-01-30 17:46:09,54.7169,-113.2854,28.15,88,56,2.51
443,Kongolo,CD,2022-01-30 17:46:10,-5.3833,27.0,71.4,95,99,3.71
444,Hervey Bay,AU,2022-01-30 17:46:10,-25.2986,152.8535,72.03,86,82,8.23
445,Jaque,PA,2022-01-30 17:46:11,7.5175,-78.1703,84.33,60,53,10.69
446,Alice Springs,AU,2022-01-30 17:45:34,-23.7,133.8833,71.15,100,100,10.36
447,Jumla,NP,2022-01-30 17:46:11,29.2747,82.1838,36.36,53,0,4.97
448,Spresiano,IT,2022-01-30 17:46:11,45.7791,12.2563,46.8,62,0,1.14
449,Tecoanapa,MX,2022-01-30 17:46:12,16.5167,-98.75,83.26,62,5,8.28
450,Harper,LR,2022-01-30 17:46:12,4.375,-7.7169,82.47,75,70,9.42
451,Shubarkuduk,KZ,2022-01-30 17:46:12,49.1447,56.4872,25.21,93,100,15.66
452,Tuatapere,NZ,2022-01-30 17:45:08,-46.1333,167.6833,58.82,95,49,2.48
453,Mogadishu,SO,2022-01-30 17:46:13,2.0371,45.3438,77.54,83,46,21.3
454,Ruidoso,US,2022-01-30 17:45:14,33.3317,-105.673,54.05,32,0,1.01
455,Tasiilaq,GL,2022-01-30 17:47:13,65.6145,-37.6368,8.76,35,6,31.97
456,Cap Malheureux,MU,2022-01-30 17:47:13,-19.9842,57.6142,81.09,73,40,3.0
457,Churapcha,RU,2022-01-30 17:47:14,62.0025,132.4325,-37.59,100,60,1.7
458,Kudahuvadhoo,MV,2022-01-30 17:47:14,2.6708,72.8944,82.11,73,79,12.35
459,Inta,RU,2022-01-30 17:47:14,66.0317,60.1659,0.88,91,100,5.06
460,Erenhot,CN,2022-01-30 17:47:14,43.6475,111.9767,6.39,89,100,16.44
461,Havre-Saint-Pierre,CA,2022-01-30 17:47:15,50.2334,-63.5986,10.99,85,100,18.41
462,Iracoubo,GF,2022-01-30 17:47:15,5.4802,-53.2011,80.51,73,61,9.91
463,Paris,FR,2022-01-30 17:44:50,48.8534,2.3488,47.14,75,100,1.01
464,Beyla,GN,2022-01-30 17:47:15,8.6833,-8.6333,89.51,10,18,7.47
465,Ilo,PE,2022-01-30 17:47:16,-17.6394,-71.3375,71.71,68,27,7.07
466,Inuvik,CA,2022-01-30 17:45:28,68.3499,-133.7218,1.44,77,75,4.61
467,Maxixe,MZ,2022-01-30 17:47:16,-23.8597,35.3472,78.62,78,20,5.01
468,Buin,CL,2022-01-30 17:47:16,-33.7333,-70.75,83.05,28,0,9.84
469,Moose Factory,CA,2022-01-30 17:47:17,51.2585,-80.6094,-4.0,77,0,9.22
470,Limbang,MY,2022-01-30 17:46:04,4.75,115.0,77.31,98,96,2.08
471,Villa Maria,AR,2022-01-30 17:47:17,-32.4075,-63.2402,90.82,45,0,10.51
472,Lingao,CN,2022-01-30 17:47:17,19.9103,109.6859,64.94,89,97,16.84
473,Urbano Santos,BR,2022-01-30 17:47:17,-3.2078,-43.4036,87.66,48,90,7.47
474,Isangel,VU,2022-01-30 17:47:18,-19.55,169.2667,77.41,94,100,9.8
475,Kieta,PG,2022-01-30 17:47:18,-6.2167,155.6333,79.21,86,100,5.91
476,Haputale,LK,2022-01-30 17:47:18,6.7681,80.9595,60.67,91,23,4.41
477,Monterey,US,2022-01-30 17:47:19,36.2505,-121.2516,52.11,37,0,2.35
478,Zhob,PK,2022-01-30 17:47:19,31.3411,69.4481,51.01,45,4,3.71
479,Loma Bonita,PA,2022-01-30 17:47:19,8.3833,-80.1667,88.79,45,40,12.66
480,Lagoa,PT,2022-01-30 17:47:19,39.05,-27.9833,57.78,66,66,22.37
481,Caxito,AO,2022-01-30 17:47:20,-8.5785,13.6643,79.03,79,89,5.06
482,Ballangen,NO,2022-01-30 17:47:20,68.3428,16.8315,17.11,79,75,0.0
483,Cabrero,CL,2022-01-30 17:47:21,-37.0333,-72.4,79.11,26,2,5.55
484,Veinticinco De Mayo,AR,2022-01-30 17:47:21,-35.4323,-60.1727,86.05,46,13,8.01
485,Atherton,GB,2022-01-30 17:43:27,53.5237,-2.4935,45.95,80,93,1.99
486,Lokoja,NG,2022-01-30 17:47:21,7.8024,6.743,86.5,12,56,3.76
487,Nipawin,CA,2022-01-30 17:47:22,53.3668,-104.0009,17.64,86,100,9.22
488,Chiman,PK,2022-01-30 17:47:22,32.5463,73.8138,59.14,47,1,2.15
489,Khorixas,NA,2022-01-30 17:47:22,-20.3667,14.9667,70.12,57,72,19.46
490,Parainen,FI,2022-01-30 17:47:23,60.3067,22.301,26.15,87,100,18.99
491,Prince Rupert,CA,2022-01-30 17:47:23,54.3161,-130.3201,37.09,100,100,4.61
492,Akureyri,IS,2022-01-30 17:47:23,65.6835,-18.0878,28.33,69,100,4.61
493,Kunya,NG,2022-01-30 17:47:23,12.2233,8.5325,78.96,14,50,12.66
494,Flin Flon,CA,2022-01-30 17:47:24,54.7682,-101.865,4.84,78,100,4.61
495,Carutapera,BR,2022-01-30 17:47:24,-1.195,-46.02,75.81,92,94,6.69
496,Torbay,CA,2022-01-30 17:46:10,47.6666,-52.7314,47.75,89,100,26.46
497,Itaituba,BR,2022-01-30 17:48:25,-4.2761,-55.9836,82.56,78,40,5.75
498,Whyalla,AU,2022-01-30 17:48:25,-33.0333,137.5833,73.29,83,40,9.22
499,Bakchar,RU,2022-01-30 17:48:26,57.0186,82.0711,5.04,95,65,5.17
500,Segou,ML,2022-01-30 17:48:26,13.4317,-6.2157,89.42,8,16,10.47
501,Challans,FR,2022-01-30 17:48:26,46.8436,-1.8749,48.4,91,73,7.02
502,Paragominas,BR,2022-01-30 17:48:26,-2.9667,-47.4833,84.15,66,80,4.83
503,Srednekolymsk,RU,2022-01-30 17:48:27,67.45,153.6833,-22.88,99,100,4.79
504,Luanda,AO,2022-01-30 17:48:27,-8.8368,13.2343,79.32,82,98,11.97
505,Constitucion,CL,2022-01-30 17:46:25,-35.3333,-72.4167,70.86,58,2,18.28
506,Khandagayty,RU,2022-01-30 17:48:27,50.7333,92.05,-20.7,91,53,4.97
507,Micheweni,TZ,2022-01-30 17:48:28,-4.9667,39.8333,79.65,80,84,12.68
508,Bada,RU,2022-01-30 17:48:28,51.392,109.8717,-13.36,99,87,3.15
509,Mtwara,TZ,2022-01-30 17:48:28,-10.2667,40.1833,77.2,84,50,3.65
510,Sayyan,YE,2022-01-30 17:48:29,15.1718,44.3244,56.17,41,1,1.92
511,Neiafu,TO,2022-01-30 17:48:29,-18.65,-173.9833,80.64,76,100,5.48
512,Algiers,DZ,2022-01-30 17:47:11,36.7525,3.042,51.62,71,0,4.61
513,Poquoson,US,2022-01-30 17:48:29,37.1224,-76.3458,35.13,40,5,1.99
514,Tocopilla,CL,2022-01-30 17:48:29,-22.092,-70.1979,71.01,65,2,7.11
515,Nawa,IN,2022-01-30 17:48:30,27.0167,75.0,60.22,34,0,4.85
516,Khani,GE,2022-01-30 17:48:30,41.9563,42.9566,31.57,87,98,4.29
517,Oranjemund,NA,2022-01-30 17:48:30,-28.55,16.4333,68.02,80,37,3.44
518,Biltine,TD,2022-01-30 17:48:31,14.5333,20.9167,70.9,12,15,11.18
519,Buala,SB,2022-01-30 17:48:31,-8.145,159.5921,79.84,83,97,4.29
520,Simao,CN,2022-01-30 17:48:31,22.7886,100.9748,46.67,61,0,2.42
521,Manaus,BR,2022-01-30 17:48:31,-3.1019,-60.025,82.9,83,75,6.91
522,Ust-Nera,RU,2022-01-30 17:48:32,64.5667,143.2,-16.69,99,100,0.98
523,Saint-Joseph,RE,2022-01-30 17:48:32,-21.3667,55.6167,79.18,78,49,12.08
524,Vanimo,PG,2022-01-30 17:48:33,-2.6741,141.3028,77.09,87,99,9.84
525,Duiwelskloof,ZA,2022-01-30 17:48:33,-23.6934,30.14,65.82,90,86,3.94
526,Pemba,MZ,2022-01-30 17:48:33,-12.974,40.5178,83.1,78,20,5.99
527,Lander,US,2022-01-30 17:48:33,42.833,-108.7307,28.53,58,0,4.61
528,Kanniyakumari,IN,2022-01-30 17:48:34,8.0833,77.5667,78.82,85,0,15.43
529,Les Cayes,HT,2022-01-30 17:48:34,18.2,-73.75,85.51,52,12,8.16
530,Carcassonne,FR,2022-01-30 17:48:34,43.25,2.1667,48.69,100,100,18.41
531,Denpasar,ID,2022-01-30 17:48:35,-8.65,115.2167,82.06,83,40,4.61
532,Key West,US,2022-01-30 17:44:44,24.5557,-81.7826,60.8,37,0,12.66
533,Jalu,LY,2022-01-30 17:48:35,29.0331,21.5482,56.17,55,87,17.43
534,Tamandare,BR,2022-01-30 17:48:35,-8.7597,-35.1047,82.99,70,87,9.15
535,Vestmannaeyjar,IS,2022-01-30 17:48:35,63.4427,-20.2734,29.39,64,40,34.52
536,Yanam,IN,2022-01-30 17:48:36,16.7333,82.2167,66.7,95,3,1.14
537,Revda,RU,2022-01-30 17:48:36,56.801,59.9303,-1.39,97,100,1.3
538,Peniche,PT,2022-01-30 17:48:36,39.3558,-9.3811,63.16,58,72,7.11
539,Kalmar,SE,2022-01-30 17:48:36,56.6616,16.3616,40.93,56,0,20.71
540,Saint-Louis,SN,2022-01-30 17:48:37,16.3333,-15.0,94.64,8,99,7.36
541,Whitehorse,CA,2022-01-30 17:46:12,60.7161,-135.0538,9.37,71,75,11.01
542,Cap-Aux-Meules,CA,2022-01-30 17:48:37,47.3821,-61.8597,24.82,74,100,33.38
543,Katete,UG,2022-01-30 17:49:37,-0.7818,29.7544,72.52,46,92,3.18
544,Kogon,UZ,2022-01-30 17:49:38,39.7228,64.5517,32.04,93,0,6.91
545,Lorengau,PG,2022-01-30 17:49:38,-2.0226,147.2712,79.23,82,100,10.45
546,Sampit,ID,2022-01-30 17:49:38,-2.5333,112.95,74.14,90,100,2.73
547,Sao Joao Da Barra,BR,2022-01-30 17:49:38,-21.6403,-41.0511,91.49,73,61,8.5
548,Muzhi,RU,2022-01-30 17:49:39,65.3667,64.6667,2.86,97,100,2.48
549,Aksarka,RU,2022-01-30 17:49:39,66.5606,67.7975,-0.4,96,100,6.17
550,Sabang,ID,2022-01-30 17:49:39,5.8933,95.3214,81.81,72,29,6.98
551,Ulaangom,MN,2022-01-30 17:49:39,49.9811,92.0667,-24.27,93,89,3.42
552,Verkhnevilyuysk,RU,2022-01-30 17:49:40,63.4453,120.3167,-23.06,99,56,3.58
553,Yerbogachen,RU,2022-01-30 17:49:40,61.2767,108.0108,-9.42,100,98,2.84
554,Koshurnikovo,RU,2022-01-30 17:49:40,54.1667,93.3,-14.87,99,41,3.85
555,Kijang,KR,2022-01-30 17:49:41,35.2442,129.2139,29.93,28,1,5.01
556,Jizan,SA,2022-01-30 17:49:41,17.3333,42.6667,79.74,72,41,4.27
557,Udankudi,IN,2022-01-30 17:49:41,8.4333,78.0167,79.29,82,2,16.11
558,Kisaran,ID,2022-01-30 17:49:41,2.9845,99.6158,73.47,94,94,2.75
559,Amungan,PH,2022-01-30 17:49:42,15.3652,119.9582,76.75,84,5,4.72
560,Billings,US,2022-01-30 17:48:13,45.7833,-108.5007,48.51,31,75,19.57
561,Qurbus,TN,2022-01-30 17:49:42,36.8167,10.5687,55.74,78,0,15.75
562,San Vicente,AR,2022-01-30 17:49:43,-26.6167,-54.1333,85.96,36,40,3.24
563,Tessalit,ML,2022-01-30 17:49:43,20.1986,1.0114,77.07,13,5,11.1
564,Mafeteng,LS,2022-01-30 17:49:43,-29.823,27.2374,71.76,40,92,3.27
565,Sergeyevka,KZ,2022-01-30 17:49:43,53.88,67.4158,6.37,96,100,9.73
566,Zemetchino,RU,2022-01-30 17:49:44,53.4973,42.6163,23.58,90,99,12.46
567,Dores Do Indaia,BR,2022-01-30 17:49:44,-19.4633,-45.6017,79.74,68,89,5.88
568,Baturaja,ID,2022-01-30 17:49:44,-4.1333,104.1667,74.07,97,100,1.25
569,Luena,AO,2022-01-30 17:49:45,-11.7833,19.9167,64.9,77,98,4.85
570,Talnakh,RU,2022-01-30 17:49:45,69.4865,88.3972,-12.44,97,86,8.79
571,Kattivakkam,IN,2022-01-30 17:49:45,13.2167,80.3167,79.07,80,43,8.88
572,Kalmunai,LK,2022-01-30 17:49:46,7.4167,81.8167,77.07,87,28,6.67
573,Townsville,AU,2022-01-30 17:49:46,-19.25,146.8,77.88,89,75,0.0
574,San Quintin,MX,2022-01-30 17:49:46,30.4833,-115.95,62.31,49,0,3.6
575,North Bend,US,2022-01-30 17:49:46,43.4065,-124.2243,48.85,100,100,12.66
576,Leh,IN,2022-01-30 17:49:47,34.1667,77.5833,10.15,84,100,1.72
577,Narsaq,GL,2022-01-30 17:45:01,60.9167,-46.05,10.62,63,100,8.3
578,Tucumcari,US,2022-01-30 17:49:47,35.1717,-103.725,46.94,36,0,4.61
579,Bonthe,SL,2022-01-30 17:49:48,7.5264,-12.505,82.92,64,24,12.55
580,Olonets,RU,2022-01-30 17:49:48,60.9847,32.9698,22.77,95,100,9.91
581,Port Macquarie,AU,2022-01-30 17:48:21,-31.4333,152.9167,69.89,100,40,4.61
582,Lop Buri,TH,2022-01-30 17:49:48,14.7981,100.654,78.91,69,9,6.31
