City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Eydhafushi,MV,5.1033,73.0708,81.0,72,6,3.71,clear sky
350,Burkburnett,US,34.0979,-98.5706,18.9,78,100,4.0,overcast clouds
351,Lugus,PH,5.7036,120.8203,80.38,75,100,4.59,overcast clouds
352,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,77,55,12.3,broken clouds
353,Vallenar,CL,-28.5708,-70.7581,85.08,24,0,11.95,clear sky
354,Sakhnovshchyna,UA,49.1517,35.872,31.93,98,100,6.71,overcast clouds
355,Pangai,TO,-19.8,-174.35,81.25,80,59,19.95,broken clouds
356,Ojinaga,MX,29.5667,-104.4167,34.57,74,100,0.0,overcast clouds
357,Tevaitoa,PF,-16.7833,-151.5,79.86,78,54,18.77,broken clouds
358,Nome,US,64.5011,-165.4064,6.17,57,0,33.38,clear sky
359,Vitim,RU,59.4511,112.5578,6.22,95,100,8.23,light snow
360,Ancud,CL,-41.8697,-73.8203,65.73,88,93,7.36,light rain
361,Moindou,NC,-21.6924,165.677,75.15,82,96,3.04,overcast clouds
362,Carballo,ES,43.213,-8.691,54.86,87,98,5.19,overcast clouds
363,Padang,ID,-0.9492,100.3543,75.25,92,100,2.64,overcast clouds
364,Nishihara,JP,26.1842,127.7558,61.88,97,100,5.75,mist
365,Mandali,IQ,33.7499,45.5541,58.48,38,100,13.13,overcast clouds
366,Maneadero,MX,31.7167,-116.5667,62.19,31,0,3.49,clear sky
367,Andapa,MG,-14.65,49.65,70.79,93,100,2.51,overcast clouds
368,Las Vegas,US,36.175,-115.1372,48.81,23,0,5.75,clear sky
369,Bambanglipuro,ID,-7.95,110.2833,63.61,84,100,3.11,heavy intensity rain
370,Cabo San Lucas,MX,22.8909,-109.9124,75.51,55,20,1.99,few clouds
371,Ponta Delgada,PT,37.7333,-25.6667,63.5,77,20,14.97,few clouds
372,Porto Walter,BR,-8.2686,-72.7439,90.37,47,92,3.89,overcast clouds
373,San Cristobal,VE,7.7669,-72.225,84.38,35,85,7.36,overcast clouds
374,Elizabeth City,US,36.2946,-76.2511,69.85,59,20,3.0,few clouds
375,Xuddur,SO,4.1213,43.8894,80.92,26,58,10.96,broken clouds
376,Caravelas,BR,-17.7125,-39.2481,84.24,59,54,9.08,broken clouds
377,Ponoka,CA,52.6768,-113.5815,4.28,91,100,9.33,overcast clouds
378,Novyy Urengoy,RU,66.0833,76.6333,7.66,96,100,3.89,overcast clouds
379,Pinawa,CA,50.1489,-95.8811,-5.31,77,8,8.37,clear sky
380,Wuhan,CN,30.5833,114.2667,33.89,76,66,3.56,broken clouds
381,Enfield,AU,-34.8526,138.6026,59.47,68,20,5.01,few clouds
382,Kimparana,ML,12.8347,-4.9244,85.14,8,7,6.49,clear sky
383,Kondinskoye,RU,59.6481,67.41,25.29,96,100,13.56,snow
384,Itarema,BR,-2.9248,-39.9167,85.23,65,78,16.22,broken clouds
385,Komsomolskiy,UZ,40.4272,71.7189,35.02,86,4,6.91,mist
386,Pimentel,PE,-6.8367,-79.9342,80.89,57,0,23.02,clear sky
387,Pacific Grove,US,36.6177,-121.9166,61.81,61,29,1.99,scattered clouds
388,Sisophon,KH,13.5859,102.9737,80.35,62,89,3.85,overcast clouds
389,Ulaanbaatar,MN,47.9077,106.8832,-20.07,69,0,2.24,clear sky
390,Eureka,US,40.8021,-124.1637,50.2,82,100,4.0,overcast clouds
391,Mandiana,GN,10.6333,-8.6833,86.86,10,3,4.21,clear sky
392,Houma,US,29.5958,-90.7195,73.99,67,74,18.63,broken clouds
393,Mufumbwe,ZM,-13.6833,24.8,65.77,92,93,4.79,light rain
394,Asosa,ET,10.0667,34.5333,72.28,30,73,4.79,broken clouds
395,Qui Nhon,VN,13.7667,109.2333,72.23,86,100,12.01,overcast clouds
396,Barcelona,ES,41.3888,2.159,61.93,78,40,5.01,fog
397,Bandar-E Lengeh,IR,26.5579,54.8807,64.51,63,0,4.61,clear sky
398,Honningsvag,NO,70.9821,25.9704,24.55,80,40,8.05,scattered clouds
399,Dunedin,NZ,-45.8742,170.5036,53.8,90,100,2.64,light rain
400,Ergani,TR,38.2653,39.7621,43.52,98,86,7.2,overcast clouds
401,Shimoda,JP,34.6667,138.95,37.11,58,99,7.67,overcast clouds
402,Rio Tuba,PH,8.5061,117.4317,79.83,77,39,8.21,scattered clouds
403,Hurricane,US,37.1753,-113.2899,39.7,28,2,6.26,clear sky
404,Subate,LV,56.0062,25.9076,16.3,98,66,2.98,broken clouds
405,Nazilli,TR,37.9163,28.3223,44.69,96,100,4.43,overcast clouds
406,Barao De Melgaco,BR,-16.1944,-55.9675,84.72,68,80,9.15,broken clouds
407,Maningrida,AU,-12.0667,134.2667,78.04,84,85,10.07,overcast clouds
408,Ereymentau,KZ,51.6199,73.1033,6.64,81,15,5.97,few clouds
409,Severo-Kurilsk,RU,50.6789,156.125,29.66,85,100,8.39,overcast clouds
410,Sambava,MG,-14.2667,50.1667,79.03,86,100,5.77,overcast clouds
411,Genhe,CN,50.7833,121.5167,-21.55,100,25,2.21,scattered clouds
412,Lhokseumawe,ID,5.1801,97.1507,76.32,89,31,2.82,scattered clouds
413,Kaminoyama,JP,38.1539,140.2736,25.66,82,61,8.41,broken clouds
414,Kushima,JP,31.4583,131.2333,42.19,85,96,4.99,overcast clouds
415,Aljezur,PT,37.3191,-8.8033,55.99,73,97,6.13,overcast clouds
416,Marsabit,KE,2.3284,37.9899,77.52,30,95,12.95,overcast clouds
417,Nobres,BR,-14.7203,-56.3275,85.05,63,79,7.14,broken clouds
418,Zhuhai,CN,22.2769,113.5678,56.05,82,40,17.27,scattered clouds
419,Camocim,BR,-2.9022,-40.8411,83.16,72,97,15.03,overcast clouds
420,Fare,PF,-16.7,-151.0167,80.17,75,25,16.31,light rain
421,Quepos,CR,9.4236,-84.1652,94.53,57,37,7.56,scattered clouds
422,Aklavik,CA,68.2191,-135.0107,-18.4,69,75,0.0,broken clouds
423,Axim,GH,4.8699,-2.2405,81.84,75,35,10.4,scattered clouds
424,Kotovo,RU,50.3211,44.8012,35.06,100,100,10.78,snow
425,Shuya,RU,56.8487,41.3883,5.27,100,94,2.37,overcast clouds
426,Half Moon Bay,US,37.4636,-122.4286,60.96,63,0,8.05,mist
427,Hualmay,PE,-11.0964,-77.6139,76.64,68,62,12.15,broken clouds
428,Batagay-Alyta,RU,67.8006,130.4114,-18.38,96,95,4.03,overcast clouds
429,Pimenta Bueno,BR,-11.6725,-61.1936,75.85,91,99,4.27,overcast clouds
430,Grindavik,IS,63.8424,-22.4338,25.27,80,75,13.8,broken clouds
431,Bitung,ID,1.4451,125.1824,76.05,89,100,6.89,overcast clouds
432,Kodinar,IN,20.7903,70.7031,66.27,58,13,11.16,few clouds
433,Korla,CN,41.7597,86.1469,25.9,51,100,5.3,overcast clouds
434,Uvalde,US,29.3669,-99.767,30.52,76,100,9.22,overcast clouds
435,Karangasem,ID,-8.45,115.6167,77.88,76,79,4.03,broken clouds
436,Saint-Augustin,CA,51.226,-58.6502,33.51,99,100,18.97,light snow
437,Opuwo,NA,-18.0607,13.84,76.01,37,44,17.34,scattered clouds
438,Andreyevo,RU,55.9465,41.1505,4.35,99,81,3.11,broken clouds
439,Tilichiki,RU,60.4667,166.1,3.92,84,100,10.74,overcast clouds
440,Meiganga,CM,6.5167,14.3,77.27,21,71,9.22,broken clouds
441,Boguchar,RU,49.9358,40.545,32.88,100,100,2.62,snow
442,Nakasongola,UG,1.3089,32.4564,77.11,40,100,5.99,overcast clouds
443,Port Hawkesbury,CA,45.6169,-61.3485,46.0,98,100,7.0,mist
444,Nouadhibou,MR,20.931,-17.0347,85.98,17,0,8.05,dust
445,Bismil,TR,37.8486,40.6658,48.31,84,81,7.96,broken clouds
446,Guder,ET,8.9667,37.7667,62.6,40,78,6.33,broken clouds
447,Phan Thiet,VN,10.9333,108.1,72.99,88,5,9.17,clear sky
448,Shubarshi,KZ,48.5872,57.1869,23.97,81,100,14.63,overcast clouds
449,Bubaque,GW,11.2833,-15.8333,78.12,73,1,13.15,clear sky
450,Bukama,CD,-9.2,25.85,70.32,94,100,3.42,moderate rain
451,Kirakira,SB,-10.4544,161.9205,78.1,89,99,5.93,overcast clouds
452,Ginda,IN,30.6945,78.4932,36.43,95,100,3.06,light rain
453,Lienz,AT,46.8289,12.769,39.88,98,87,3.67,overcast clouds
454,Waycross,US,31.2136,-82.354,78.85,47,0,11.5,clear sky
455,Joshimath,IN,30.5667,79.5667,38.91,98,100,2.75,overcast clouds
456,Mareeba,AU,-17.0,145.4333,72.48,95,100,5.06,light rain
457,Kangaatsiaq,GL,68.3065,-53.4641,5.38,75,100,7.81,overcast clouds
458,Lufilufi,WS,-13.8745,-171.5986,81.27,75,98,12.01,overcast clouds
459,Manama,BH,26.2154,50.5832,64.38,78,0,2.3,clear sky
460,Obo,CF,5.3998,26.4869,82.92,23,48,3.58,scattered clouds
461,Urumqi,CN,43.801,87.6005,-1.25,92,91,0.0,fog
462,Luorong,CN,24.4058,109.6086,43.56,80,29,9.28,scattered clouds
463,Pitkyaranta,RU,61.5734,31.4792,1.17,100,89,1.7,overcast clouds
464,Bara,NG,10.3744,10.7288,75.65,13,2,9.08,clear sky
465,Dunkirk,FR,51.05,2.3667,46.4,96,88,12.19,overcast clouds
466,Cockburn Town,TC,21.4612,-71.1419,75.42,76,4,23.24,clear sky
467,Zarubino,RU,42.63,131.0922,13.8,62,2,18.28,clear sky
468,Kyaikkami,MM,16.08,97.5675,77.4,49,3,3.6,clear sky
469,Lazurne,UA,46.084,32.5295,34.02,73,100,20.51,overcast clouds
470,Ulladulla,AU,-35.35,150.4667,59.09,78,85,11.92,overcast clouds
471,Sisimiut,GL,66.9395,-53.6735,16.52,85,100,15.7,overcast clouds
472,Masoyila,SL,8.6097,-13.19,84.22,74,5,6.91,haze
473,Rey Bouba,CM,8.6724,14.1786,80.11,13,10,5.46,clear sky
474,Pedasi,PA,7.5333,-80.0333,82.31,68,40,11.34,scattered clouds
475,Sobolevo,RU,54.4299,31.8996,21.9,95,100,8.81,snow
476,Merauke,ID,-8.4667,140.3333,78.66,83,96,9.91,overcast clouds
477,Hailar,CN,49.2,119.7,-25.24,100,46,4.43,scattered clouds
478,Katsuura,JP,35.1333,140.3,43.2,61,97,13.62,overcast clouds
479,Ambovombe,MG,-25.1667,46.0833,75.09,87,5,21.52,clear sky
480,Lazaro Cardenas,MX,17.9583,-102.2,81.57,53,0,6.67,clear sky
481,Abakaliki,NG,6.3163,8.1169,89.13,17,26,5.84,scattered clouds
482,Moose Factory,CA,51.2585,-80.6094,-7.6,49,0,12.66,clear sky
483,Sarkand,KZ,45.41,79.9186,19.96,76,100,5.48,overcast clouds
484,Puerto Baquerizo Moreno,EC,-0.9,-89.6,83.39,70,20,12.66,few clouds
485,Centralia,US,46.7162,-122.9543,45.7,96,100,4.14,overcast clouds
486,Yerbogachen,RU,61.2767,108.0108,-2.07,100,96,2.73,overcast clouds
487,Vilhena,BR,-12.7406,-60.1458,77.22,83,40,5.75,scattered clouds
488,Cap-Aux-Meules,CA,47.3821,-61.8597,37.45,100,100,17.27,mist
489,Udachnyy,RU,66.4167,112.4,-26.07,100,95,2.04,overcast clouds
490,Kailua,US,21.4022,-157.7394,73.74,73,0,4.61,clear sky
491,Matara,LK,5.9485,80.5353,73.98,88,1,4.29,clear sky
492,Coos Bay,US,43.3665,-124.2179,47.86,96,0,6.91,clear sky
493,Colac,AU,-38.3333,143.5833,57.42,89,58,6.02,broken clouds
494,Kalmunai,LK,7.4167,81.8167,75.49,77,4,0.87,clear sky
495,Jalu,LY,29.0331,21.5482,55.15,56,41,19.53,scattered clouds
496,Chipinge,ZW,-20.1883,32.6236,68.65,85,47,5.19,scattered clouds
497,Vila,PT,42.0304,-8.1588,46.33,82,100,3.42,overcast clouds
498,Gazli,UZ,40.1333,63.45,43.38,51,17,12.41,few clouds
499,Yar-Sale,RU,66.8333,70.8333,-15.97,100,52,5.77,broken clouds
500,Roebourne,AU,-20.7833,117.1333,83.52,70,99,6.6,overcast clouds
501,Cabedelo,BR,-6.9811,-34.8339,84.87,61,97,13.0,overcast clouds
502,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,84.0,74,40,2.3,scattered clouds
503,Hun,LY,29.1268,15.9477,56.68,46,5,9.31,clear sky
504,Inhambane,MZ,-23.865,35.3833,82.38,83,20,9.22,few clouds
505,Esso,RU,55.9333,158.7,7.2,96,84,4.27,broken clouds
506,Gomel,BY,52.4345,30.9754,24.78,93,100,15.66,mist
507,Olafsvik,IS,64.8945,-23.7142,25.5,65,84,11.95,broken clouds
508,Smithers,CA,54.7804,-127.1743,14.32,85,100,5.75,light snow
509,Quatre Cocos,MU,-20.2078,57.7625,80.71,89,100,25.21,moderate rain
510,Ahmadpur,IN,18.7,76.9333,71.74,23,1,6.02,clear sky
511,Antigonish,CA,45.6169,-61.9986,44.92,96,100,4.0,overcast clouds
512,Baruun-Urt,MN,46.6806,113.2792,-12.14,89,4,4.99,clear sky
513,Mangrol,IN,21.1167,70.1167,68.13,51,6,12.03,clear sky
514,Hervey Bay,AU,-25.2986,152.8535,72.03,96,100,8.99,overcast clouds
515,Mezen,RU,65.8522,44.24,4.69,98,95,2.48,overcast clouds
516,Cazones,MX,20.7167,-97.3167,71.4,68,100,13.8,overcast clouds
517,Plouzane,FR,48.3833,-4.6167,48.52,87,100,4.61,overcast clouds
518,Lethem,GY,3.3803,-59.7968,94.53,37,65,11.61,broken clouds
519,Kourou,GF,5.1552,-52.6478,78.85,83,46,9.86,light rain
520,Noboribetsu,JP,42.4514,141.1731,19.18,75,59,14.81,broken clouds
521,Dharmanagar,IN,24.3667,92.1667,58.98,67,49,3.38,scattered clouds
522,Grand-Lahou,CI,5.1367,-5.0242,82.54,73,12,9.28,few clouds
523,Yanam,IN,16.7333,82.2167,67.42,88,10,0.83,clear sky
524,Luganville,VU,-15.5333,167.1667,78.58,86,85,4.56,moderate rain
525,Linxia,CN,35.6003,103.2064,16.97,80,82,2.53,broken clouds
526,West Bay,KY,19.3667,-81.4167,85.06,76,75,5.01,light rain
527,Borogontsy,RU,62.6683,131.1683,-25.44,100,100,2.17,overcast clouds
528,Kysyl-Syr,RU,63.8986,122.7617,-29.96,100,95,3.53,overcast clouds
529,Anadyr,RU,64.75,177.4833,12.7,62,84,35.79,broken clouds
530,Misratah,LY,32.3754,15.0925,59.47,50,0,16.55,clear sky
531,Buchanan,LR,5.8808,-10.0467,87.76,71,26,10.31,scattered clouds
532,Zhuzhou,CN,27.8333,113.15,41.13,84,100,3.02,overcast clouds
533,Filadelfia,US,39.9523,-75.1638,48.45,90,100,0.0,mist
534,Chifeng,CN,42.2683,118.9636,2.8,69,0,6.62,clear sky
535,Mranggen,ID,-7.0268,110.5158,64.76,91,100,2.77,overcast clouds
536,Cuamba,MZ,-14.8031,36.5372,75.7,69,78,0.13,broken clouds
537,Salamanca,ES,40.8333,-6.0,49.78,64,100,6.31,overcast clouds
538,Naze,JP,28.3667,129.4833,56.01,77,100,14.0,overcast clouds
539,Edgewater,US,28.9889,-80.9023,83.25,57,40,17.27,scattered clouds
540,Liaqatabad,PK,31.5647,74.3029,50.16,87,40,0.0,smoke
541,Whitehorse,CA,60.7161,-135.0538,-12.23,77,100,0.0,overcast clouds
542,Eyl,SO,7.9803,49.8164,74.73,69,25,18.84,scattered clouds
543,Mitsamiouli,KM,-11.3847,43.2844,82.69,83,20,5.75,few clouds
544,Bathsheba,BB,13.2167,-59.5167,84.81,58,40,17.27,scattered clouds
545,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.13,83,20,2.3,few clouds
546,Qesarya,IL,32.5189,34.9046,60.73,67,55,11.74,broken clouds
547,Szczecinek,PL,53.7079,16.6994,40.6,98,100,8.66,light rain
548,Dillon,US,34.4166,-79.3712,75.36,67,100,15.52,overcast clouds
549,Tongzi,CN,28.7829,105.0877,45.39,75,76,2.24,broken clouds
550,Road Town,VG,18.4167,-64.6167,82.44,69,40,6.91,scattered clouds
551,Santa Cruz Do Capibaribe,BR,-7.9575,-36.2047,91.04,31,86,10.09,overcast clouds
552,Celestun,MX,20.8667,-90.4,85.59,53,5,7.49,clear sky
553,Isangel,VU,-19.55,169.2667,79.11,87,100,6.29,overcast clouds
554,Marystown,CA,47.1666,-55.1483,36.86,100,100,11.99,overcast clouds
555,Makakilo City,US,21.3469,-158.0858,72.61,69,0,4.61,clear sky
556,Esil,KZ,51.9556,66.4042,9.41,86,73,9.31,broken clouds
557,Ituango,CO,7.1712,-75.764,73.49,71,50,4.09,scattered clouds
558,Balkhash,KZ,46.844,74.9804,8.56,84,50,9.42,scattered clouds
559,Huesca,ES,42.1362,-0.4087,52.95,62,0,1.01,clear sky
560,Syracuse,IT,37.0881,15.2792,54.99,51,0,15.77,clear sky
561,Khuzhir,RU,53.1939,107.3397,0.0,93,85,1.7,overcast clouds
562,Ishigaki,JP,24.3448,124.1572,69.57,75,100,20.22,overcast clouds
563,Seymchan,RU,62.8833,152.4333,-16.6,93,52,4.12,broken clouds
564,Howard Springs,AU,-12.497,131.047,78.71,98,99,5.46,overcast clouds
565,Miyako,JP,39.6367,141.9525,28.15,59,5,5.1,clear sky
566,Luyang,CN,27.6239,110.0989,39.54,86,92,1.28,overcast clouds
567,Gat,IL,31.61,34.7642,57.4,58,64,11.18,broken clouds
568,Port Macquarie,AU,-31.4333,152.9167,64.29,94,100,13.8,light rain
569,Kendallville,US,41.4414,-85.265,19.0,86,100,11.5,snow
570,Ketchikan,US,55.3422,-131.6461,42.78,93,100,9.22,mist
571,Awbari,LY,26.5921,12.7805,53.82,40,0,6.15,clear sky
572,Velykyy Burluk,UA,50.0379,37.3987,30.79,99,100,5.35,snow
573,Marienburg,PL,54.0359,19.0266,37.11,98,100,8.03,light rain
574,Kununurra,AU,-15.7667,128.7333,78.78,100,100,3.44,overcast clouds
575,Linqiong,CN,30.4159,103.4609,42.62,78,100,2.44,overcast clouds
576,Nuuk,GL,64.1835,-51.7216,23.61,93,100,9.22,light snow
577,Egvekinot,RU,66.3167,-179.1667,-9.94,79,4,20.09,clear sky
578,Watsa,CD,3.0372,29.5355,74.46,34,95,2.15,overcast clouds
579,Brekstad,NO,63.687,9.6654,33.89,75,100,26.46,overcast clouds
580,Nizhniy Baskunchak,RU,48.2198,46.8311,31.86,95,100,6.69,overcast clouds
581,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,63,75,9.22,light rain
582,Iquitos,PE,-3.7481,-73.2472,77.04,94,75,8.05,broken clouds
583,Katesh,TZ,-4.5167,35.3833,61.02,79,95,3.71,overcast clouds
584,Lat Yao,TH,15.751,99.7893,81.52,62,23,5.17,few clouds
585,Segou,ML,13.4317,-6.2157,84.31,9,2,5.86,clear sky
586,Saint Anthony,US,45.0205,-93.218,3.65,56,0,1.99,clear sky
587,Tosya,TR,41.0155,34.0401,35.6,95,100,0.96,overcast clouds
588,Luangwa,ZM,-15.6167,30.4167,77.27,84,82,2.13,broken clouds
589,Atar,MR,20.5169,-13.0499,84.16,7,2,12.35,clear sky
590,Waipawa,NZ,-41.4122,175.5153,66.83,76,87,7.09,overcast clouds
591,Kuytun,RU,54.3419,101.5036,-7.73,100,100,2.15,overcast clouds
592,Ca Mau,VN,9.1769,105.15,76.82,84,13,11.41,few clouds
593,Gilgit,PK,35.9221,74.3087,26.35,60,98,6.2,overcast clouds
594,Volchanets,RU,42.9131,132.7469,10.96,69,16,11.7,few clouds
595,Vasilyevo,RU,55.836,48.6582,25.47,96,100,3.94,overcast clouds
596,Nelson Bay,AU,-32.7167,152.15,63.09,92,96,21.59,light rain
597,Port Lincoln,AU,-34.7333,135.8667,61.47,74,22,15.68,few clouds
598,Otavi,NA,-19.65,17.3333,77.09,40,74,3.49,broken clouds
599,Nikolsk,RU,53.7189,46.0712,29.53,98,100,7.45,snow
600,Abancay,PE,-13.6339,-72.8814,69.04,64,99,6.02,overcast clouds
601,Barcelos,PT,41.5388,-8.6151,55.29,92,100,1.52,overcast clouds
602,Russkaya Polyana,UA,49.417,31.9201,26.58,92,100,15.82,overcast clouds
603,Zalaegerszeg,HU,46.84,16.8439,40.75,73,73,8.12,broken clouds
604,Marawi,PH,7.9986,124.2928,66.65,91,100,0.83,overcast clouds
605,Zhangye,CN,38.9342,100.4517,18.03,36,5,1.23,clear sky
606,Barraute,CA,48.4335,-77.6328,2.17,71,98,6.46,overcast clouds
607,Tukrah,LY,32.5341,20.5791,53.91,56,81,29.46,broken clouds
608,Lingao,CN,19.9103,109.6859,59.47,85,100,7.11,overcast clouds
609,Nizhniy Odes,RU,63.6445,54.856,15.44,97,100,4.65,overcast clouds
610,Svetlyy,RU,54.675,20.1347,33.85,98,100,8.12,overcast clouds
611,Ust-Nera,RU,64.5667,143.2,-18.54,99,99,1.74,overcast clouds
612,Nanchang,CN,28.6833,115.8833,39.88,88,95,5.08,overcast clouds
613,Chiredzi,ZW,-21.05,31.6667,82.65,38,2,4.32,clear sky
614,Kyshtovka,RU,56.555,76.6271,7.59,94,80,7.47,broken clouds
615,Iskateley,RU,67.6803,53.1512,0.54,99,99,4.07,overcast clouds
616,Xam Nua,LA,20.4197,104.0439,53.13,96,66,2.89,broken clouds
617,Pandan,PH,14.0453,124.1694,76.98,89,98,11.03,overcast clouds
618,Coruripe,BR,-10.1256,-36.1756,85.17,56,100,13.09,light rain
619,College,US,64.8569,-147.8028,-0.74,64,75,8.05,broken clouds
620,Natal,BR,-5.795,-35.2094,88.02,66,40,18.41,scattered clouds
621,Louga,RU,58.7372,29.8453,11.77,98,97,2.15,overcast clouds
622,Okha,RU,53.5739,142.9478,4.24,93,100,23.29,light snow
623,Fort Wellington,GY,6.4,-57.6,83.55,60,20,9.73,few clouds
624,Isla Mujeres,MX,21.2311,-86.731,84.25,79,15,16.53,few clouds
625,Najran,SA,17.4924,44.1277,63.25,28,64,2.84,broken clouds
626,Novaya Igirma,RU,57.1334,103.9112,8.26,96,100,4.7,overcast clouds
627,Sechura,PE,-5.5569,-80.8222,83.71,49,23,14.16,few clouds
628,Kerman,IR,30.2832,57.0788,39.06,28,0,9.22,clear sky
629,The Valley,AI,18.217,-63.0578,81.1,72,0,10.33,clear sky
630,Port Hueneme,US,34.1478,-119.1951,65.26,18,0,4.61,clear sky
631,Tagusao,PH,9.1924,117.8141,78.06,80,16,3.04,few clouds
632,Hofn,IS,64.2539,-15.2082,30.43,59,100,20.33,overcast clouds
633,Kafue,ZM,-15.7691,28.1814,69.28,93,44,3.51,scattered clouds
634,Langham,CA,52.3668,-106.9679,-6.99,93,98,7.16,overcast clouds
635,Okhotsk,RU,59.3833,143.3,3.52,76,92,18.03,overcast clouds
636,Urengoy,RU,65.9667,78.3667,5.72,97,99,2.51,light snow
637,Kloulklubed,PW,7.0419,134.2556,82.96,78,88,16.2,overcast clouds
638,Grand Gaube,MU,-20.0064,57.6608,81.0,86,100,15.99,light rain
639,Tikapur,NP,28.5,81.1333,54.93,95,100,3.67,overcast clouds
640,Antofagasta,CL,-23.65,-70.4,71.22,62,5,11.39,clear sky
641,Constantine,DZ,36.365,6.6147,51.21,37,0,5.75,clear sky
642,Loa Janan,ID,-0.583,117.095,73.27,98,100,0.25,overcast clouds
643,Shingu,JP,33.7333,135.9833,41.92,70,100,6.69,overcast clouds
644,Vardo,NO,70.3705,31.1107,22.98,86,75,10.36,light snow
645,Varangaon,IN,21.0167,75.9,70.27,41,0,11.81,clear sky
646,Kidal,ML,18.4411,1.4078,71.22,11,55,11.39,broken clouds
647,Thohoyandou,ZA,-22.9456,30.485,78.75,51,2,1.83,clear sky
648,Nara,JP,34.6851,135.8049,40.28,62,67,2.84,broken clouds
649,Rudbar,AF,30.15,62.6,51.76,31,0,1.25,clear sky
650,Beira,MZ,-19.8436,34.8389,82.49,83,20,11.5,few clouds
651,Khartoum,SD,15.5518,32.5324,80.02,14,94,1.99,overcast clouds
652,Kargasok,RU,59.0556,80.8572,9.93,97,96,7.61,overcast clouds
653,Amarante Do Maranhao,BR,-5.5667,-46.7422,85.93,60,100,6.96,overcast clouds
654,Araguaina,BR,-7.1911,-48.2072,83.61,70,51,1.25,broken clouds
655,Moosomin,CA,50.1333,-101.6677,-7.37,91,100,12.39,overcast clouds
656,Marfino,RU,55.7028,37.3822,23.34,92,75,6.71,snow
657,La Rioja,ES,42.25,-2.5,53.04,54,100,2.13,overcast clouds
658,Boyolangu,ID,-8.1181,111.8935,76.37,89,90,2.33,overcast clouds
659,Nogliki,RU,51.8333,143.1667,6.01,93,100,19.8,light snow
660,Harlingen,US,26.1906,-97.6961,47.34,95,100,23.02,mist
661,Newport,GB,51.5877,-2.9984,50.86,87,82,15.82,broken clouds
662,Sorland,NO,67.667,12.6934,28.26,67,97,26.8,overcast clouds
663,Ust-Koksa,RU,50.2696,85.6108,-4.43,92,49,0.92,scattered clouds
664,Medea,DZ,36.2642,2.7539,55.85,36,37,6.73,scattered clouds
665,Ilhabela,BR,-23.7781,-45.3581,79.05,85,86,8.59,overcast clouds
666,Ossora,RU,59.2353,163.0719,13.55,93,100,14.61,light snow
667,Mananjary,MG,-21.2167,48.3333,75.92,92,100,11.81,moderate rain
668,Longhua,CN,23.6137,114.1919,48.42,91,99,4.21,overcast clouds
669,Chiradzulu,MW,-15.6746,35.1407,67.24,87,24,1.16,few clouds
670,Armidale,AU,-30.5167,151.65,53.82,92,76,7.02,broken clouds
671,Butembo,CD,0.15,29.2833,63.21,60,100,2.59,overcast clouds
